No,Drug_name,SMILES,initial_weight,BET,1h (20%RH end),2h (30%RH end),3h (40%RH end),4h (50%RH end),5h (60%RH end),6h (70%RH end),9h (80%RH end),10h (70%RH end),11h (60%RH end),12h (50%RH end),13h (40%RH end),14h (30%RH end),15h (20%RH end)
178,Hydroxyzine Hydrochloride,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,57.506,57.28,0.410689839,2.015335488,3.09666356,3.765528306,4.298369338,4.7510194,6.532913138,4.884877246,4.336610869,3.877054422,3.20810894,2.279962322,0.973046889
179,Fenfluramine Hydrochloride,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F.Cl,43.7676,0,0.023267138,0.022745624,0.022261168,0.020618924,0.028270154,0.02384029,0.014147709,0.017195974,0.042487845,0.035478494,0.048335302,0.039457154,0.031100351
180,Biotin,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,58.46,0,0.045380262,0.035290784,0.034455983,0.034050068,0.032827426,0.0412759,0.055801875,0.034944216,0.027967343,0.018266664,0.026175914,0.016780633,0.010732985
181,Hydrochlorothiazide,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,51.9936,0.27,0.007343205,0.008340331,0.012500021,0.016845068,0.021131652,0.023725835,0.041799842,0.033931389,0.027868161,0.02588327,0.018182033,0.01845379,0.013337327
182,Domperidone,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,43.5262,1.08,0.021289425,0.038406659,0.031847673,0.056298706,0.075965641,0.076322945,0.103030189,0.106643697,0.081791454,0.07663925,0.054195101,0.030526717,0.01614777
183,Pemoline,C1=CC=C(C=C1)C2C(=O)N=C(O2)N,44.48,0,0.04867351,0.014883409,0.03067545,0.036598957,0.055435043,0.067615571,0.117806019,0.111835405,0.113776107,0.081469599,0.077769572,0.06821544,0.063910099
184,Digitoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,35.7485,19.23,0.460249273,0.703631805,0.955340062,1.292456792,1.70121342,2.012394978,2.253837655,1.998468416,1.756785816,1.473309634,0.932246719,0.633807341,0.417479607
185,Clotrimazole,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,46.681,0.42,0.017499749,0.018222698,0.025727907,0.037300439,0.059784821,0.074567228,0.09406027,0.074207381,0.072082449,0.060695087,0.052922674,0.026341565,0.03143085
186,Betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,21.2919,0,0.117505235,0.100719884,0.095683669,0.084772446,0.088129506,0.08393126,0.088128551,0.058750743,0.06630849,0.056231569,0.075539661,0.051142047,0.062939192
187,Levamisole Hydrochloride Impurity,C1=CC=CC=C1C2=NN=C(S2)C.Cl,27.6415,80.39,0.100711428,2.751691015,5.085313204,10.57089372,13.15870435,13.25596287,13.26700697,13.33617987,13.11323935,13.01490037,12.99505795,12.93102794,12.92699212
188,Imidazole,C1=CN=CN1,35.8072,0,0.033195624,0.049774179,0.049671168,0.024776645,0.053074205,0.032817797,9.410757373,7.278962165,7.131534752,7.004454231,6.938399031,6.79621547,6.855895715
189,Ergometrine Maleate,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=C\C(=O)O)\C(=O)O,57.2392,20.54,0.441864221,0.774389227,1.14574635,1.712995178,2.473431788,3.721003768,4.127009615,3.340620243,2.328459261,1.584106324,1.015367243,0.615349299,0.395007326
190,Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,53.6634,0,0.047076113,0.043710196,0.043714388,0.072313479,0.062907283,0.065198922,0.06564787,0.050062856,0.041860507,0.035094605,0.021790006,0.030704249,0.021024949
191,Doxapram Hydrochloride,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4.O.Cl,33.3424,98.19,0.047076113,0.043710196,0.043714388,0.072313479,0.062907283,0.065198922,0.06564787,0.050062856,0.041860507,0.035094605,0.021790006,0.030704249,0.021024949
192,Vitamin D3,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,55.3909,1.02,0.013991912,0.032721007,0.049540472,0.068837535,0.085581038,0.110673007,0.150388828,0.162060173,0.161257287,0.158519487,0.147648642,0.142839503,0.129432123
193,Deslanoside,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3C[C@H]([C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)O)C)O)O[C@H]7C[C@@H]([C@@H]([C@H](O7)C)O[C@H]8C[C@@H]([C@@H]([C@H](O8)C)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O,47.0874,48.73,1.282420817,1.697486849,2.021392996,2.432310382,2.835068005,3.125765325,3.652600212,3.388026718,3.126457404,2.847747737,2.514067063,2.106161606,1.6196514
194,Phenylpropanolamine Hydrochloride,CC(C(C1=CC=CC=C1)O)N.Cl,58.3156,0.68,0.01222401,0.016686917,0.034411436,0.05252381,0.058345861,0.07599211,0.094073249,0.075829325,0.066494809,0.054074927,0.046540076,0.036254897,0.03119648
195,Dextromethorphan Hydrobromide,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC.O.Br,55.8437,0.85,0.022576693,0.030937573,0.03512288,0.046844322,0.05515937,0.076818558,0.086846847,0.080481116,0.062564677,0.054683244,0.048506645,0.04469122,0.03434949
196,p-Hydroxyphenylacetamide,C1=CC(=CC=C1CC(=O)N)O,39.0064,0,0.07751821,0.075017506,0.068319707,0.058840828,0.03773551,0.036851326,0.028883542,0.030793843,0.03023944,0.021021765,0.023846418,0.038227473,0.037576493
197,Ethinylestradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,33.4578,2.88,0.03668773,0.104172071,0.100781668,0.100810951,0.105060253,0.11557366,0.104373835,0.092672857,0.098352866,0.097547789,0.090626047,0.081963056,0.089893056
198,Ftibamzone,CC(C(=NNC(=S)N)C=NNC(=S)N)N1C(=O)C2=CC=CC=C2C1=O,45.5687,2.01,0.051797675,0.058559841,0.136908048,0.166753252,0.194506413,0.224207365,0.23048757,0.230175441,0.204045061,0.211533275,0.143664372,0.076181348,0.070121251
199,Chlorambucil,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,25.043,0.2,0.035278552,0.039382796,0.064827353,0.057296971,0.069838115,0.113252197,0.206184839,0.176259249,0.111041462,0.089576011,0.043088586,0.04101374,0.047295173
200,Pyrantel Pamoate,CN1CCCN=C1/C=C/C2=CC=CS2.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,41.5224,2.57,0.039663862,0.102943979,0.140093896,0.177235364,0.221859268,0.281920956,0.382857293,0.343025615,0.320656342,0.277948948,0.204418227,0.176478779,0.136587435
201,Pamoic Acid,C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,23.1311,0,0.26789293,0.112020307,0.018290965,0.040862673,0.05688387,0.073720937,0.091693784,0.109274077,0.091419016,0.068009091,0.094103228,0.081104275,0.062650196
202,Digoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,49.862,1.31,0.034438434,0.046987129,0.049085019,0.0542574,0.062937369,0.0819366,0.069965641,0.062242476,0.060829072,0.052627732,0.042377843,0.025106234,0.015228745
203,Glibenclamide Impurity A,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,31.2904,1.63,0.027653665,0.058673118,0.098185313,0.143852259,0.16082545,0.186355711,0.299159325,0.251000569,0.232610625,0.193353126,0.141535586,0.106071079,0.054546194
204,Progesterone,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,43.4868,0,0.042041428,0.038676381,0.026870157,0.028694732,0.026890867,0.032558217,0.017002437,0.046537391,0.034887412,0.039864145,0.056775468,0.058359932,0.053982962
205,Maltotriose,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O,49.8982,15.82,0.195932919,0.485666009,0.785758874,1.589442269,4.172782094,8.013407537,15.45577151,14.29679196,13.30862915,12.74234865,12.39231859,12.12519596,11.95094456
206,Vitamin E,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,70.2493,0.6,0.008554485,0.023065104,0.027458145,0.042919518,0.056406193,0.071066734,0.090182644,0.082181514,0.073130663,0.073642657,0.054766231,0.030798622,0.015926931
207,Limonene,CC1=CCC(CC1)C(=C)C,0.5991,0,5.735475352,5.43596409,5.107624156,5.026982839,5.014641959,5.270663911,4.601623842,4.005469686,3.238957793,2.459225681,1.551452721,0.681167064,0.332973248
208,N-Methylpiperazine,CN1CCNCC1,0.458,112.36,8.121036132,11.0071557,14.9657113,20.59753895,26.37741674,52.47036317,68.39655826,47.54535659,29.89019972,15.52390465,9.733977548,7.452881965,1.277169228
209,(+)2-Aminobutanol,CC[C@@H](CO)N,18.2092,164.75,14.48768711,16.66464301,19.75247718,23.927506,30.17078345,38.68112698,60.16915129,52.11343796,37.97248984,23.28815385,12.96136637,5.770427233,0.215056612
210,Rotundine,COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,45.7777,31.39,0.633979961,1.074780061,1.427420141,1.691900201,1.868220241,2.031945993,2.250246995,2.258643187,2.246048899,2.216662225,2.170483167,2.082323147,2.024262596
211,Hydroberbeaime Sulfate,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.OS(=O)(=O)[O-],48.8784,2.51,0.084016103,0.08780689,0.103178072,0.112232722,0.12518321,0.163193855,0.24293253,0.209239938,0.194950198,0.185221814,0.156397599,0.116434861,0.080307066
212,Benzocaine,CCOC(=O)C1=CC=C(C=C1)N,57.67,0,0.028565288,0.028571167,0.02840405,0.034335695,0.033555622,0.036870437,0.028372205,0.027765354,0.012825844,0.010088758,0.020591383,0.009051889,0.013616234
213,Domiphen Bromide,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1.[Br-],46.5238,1.4,0.012617508,0.029205313,0.045780461,1.453482846,3.10286893,3.919581328,4.387030844,4.342308417,4.322314021,4.29676627,4.271509962,4.216971288,2.313941783
214,Tetracaine Hydrochloride,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl,47.6437,0.75,0.025178107,0.02601045,0.02097086,0.03363044,0.037681746,0.053024876,0.076487071,0.078824458,0.05658639,0.055740368,0.046996375,0.051502157,0.040675213
215,Tiapride Imupurity B,COC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)OC,45.9141,0.38,0.00839099,0.012630593,0.018438977,0.016589419,0.021994732,0.028823478,0.057468773,0.050686982,0.049468213,0.043467055,0.04195784,0.032725691,0.028318626
216,Tiapride Hydrochloride,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl,44.9889,0.3,0.099914558,0.105763324,0.103203102,0.052353417,0.06708902,0.066982005,0.098426036,0.109309604,0.061494066,0.053201353,0.030731303,0.051628101,0.031034021
217,Chlorpromazine Hydrochloride,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,49.8421,10.9,0.269219649,0.340064585,0.429403083,0.541482738,0.717476442,1.089629482,2.882633048,2.639711931,2.635343883,2.48138281,2.39386159,2.282187558,2.15852759
218,Xylitol,C([C@H](C([C@H](CO)O)O)O)O,54.5973,0.88,0.05032705,0.065845886,0.066490669,0.067132953,0.10193155,0.413388735,16.84065734,15.45217314,10.12141968,9.089922443,8.526415802,8.240207739,7.987860456
219,Methylcantharidinimide,C[C@@]12[C@H]3CC[C@@H]([C@@]1(C(=O)N(C2=O)C)C)O3,41.3385,0.74,0.021255274,0.02785595,0.030518432,0.043194968,0.071242818,0.092653961,0.117592979,0.088026991,0.106778383,0.059356567,0.042789169,0.053436049,0.047009647
220,Molsidomine,CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-],45.05,0,0.381172832,0.33036168,0.276120904,0.117830704,0.02831439,0.054597372,0.09886602,0.102224755,0.079017121,0.040301237,0.015442363,0.035763236,0.019031466
221,Tegafur,C1CC(OC1)N2C=C(C(=O)NC2=O)F,43.2333,0.39,0.010102541,0.014836004,0.019654205,0.036035874,0.047700548,0.060704746,0.086333208,0.073077821,0.057972461,0.029424411,0.016644089,0.018032874,0.019266214
222,Uracil,C1=CNC(=O)NC1=O,44.9277,0.22,0.020947717,0.021608867,0.022534412,0.028037941,0.031254093,0.046824083,0.068534426,0.04574178,0.047363877,0.029919837,0.021244541,0.008894322,0.007041606
223,Tulobuterol Hydrochloride,CC(C)(C)NCC(C1=CC=CC=C1Cl)O.Cl,40.6024,0.32,0.102492214,0.096288359,0.082637258,0.041158479,0.041548136,0.051130972,0.132948969,0.105098553,0.085618234,0.056703913,0.045226697,0.040690468,0.039331633
224,Cycloclenbuterol Hydrochloride,CC(C)(C)N1CC(OC1)C2=CC(=C(C(=C2)Cl)N)Cl.Cl,46.6958,0.95,0.015292908,0.019561128,0.04699886,0.082857515,0.096044808,0.123445242,0.192043136,0.13602648,0.101683937,0.065299188,0.050332198,0.033499115,0.020960203
225,Methscopolamine Bromide,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-],52.9993,10.38,0.267574685,0.358430817,0.388696162,0.378149416,0.419052267,0.504065117,2.746322087,2.751289498,2.746115031,2.614968832,2.598291129,2.483597945,2.330928107
226,Phenylbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,57.9309,0.09,0.019169759,0.014407965,0.01701666,0.01327599,0.014106716,0.018820972,0.009909055,0.011127109,0.004820833,0.001250339,0.005718838,0.016140508,0.007562549
227,Moroxydine Hydrochloride,C1COCCN1C(=N)N=C(N)N.Cl,54.922,0,0.032351463,0.006659582,0.01768918,0.020309722,0.081049078,0.13022796,0.240785941,0.095487485,0.073911184,0.074603808,0.074783043,0.075842051,0.006234049
228,Labetalol Hydrochloride,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl,52.0487,10.03,0.300792728,0.415985418,0.531725553,0.65291087,0.791441561,0.960538021,1.350664959,1.132520757,0.954741426,0.739161414,0.495259114,0.3634044,0.261488141
229,Salicylamide,C1=CC=C(C(=C1)C(=O)N)O,59.3709,0,0.008405105,0.005890346,0.002093409,0.001991588,0.012079407,0.015651626,0.022060961,0.019558795,0.014683041,0.008357991,0.010443457,0.006393415,0
230,Feprazone,CC(=CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)C,48.329,1.15,0.023084553,0.043588645,0.060425026,0.069210929,0.07775891,0.08668928,0.149136426,0.144873289,0.133209464,0.122757532,0.098618824,0.095873543,0.076551432
231,Anethole Trithione,COC1=CC=C(C=C1)C2=CC(=S)SS2,53.5549,0.04,0.026224737,0.027302586,0.030319559,0.019903368,0.014703646,0.020803907,0.029386674,0.027087153,0.020258423,0.02121647,0.0187826,0.011412267,0.005575898
232,Sodium Glucuronate,C(=O)[C@@H]([C@H]([C@@H]([C@@H](C(=O)[O-])O)O)O)O.O.[Na+],53.4621,8.18,0.208700937,0.29193156,0.363745898,0.459664541,0.543033371,0.647866157,0.712842305,0.618852924,0.528808792,0.356212347,0.301037536,0.254152994,0.174098297
233,Hydroxylamine Hydrochloride,NO.Cl,26.4304,0,0.218503976,0.145083081,0.218503976,0.218208749,1.112184235,9.622298546,55.5952178,61.79440048,59.77452774,49.22135736,30.17190666,11.11105379,1.768849473
234,Parachlorophenol,C1=CC(=CC=C1O)Cl,10.9276,13.99,11.95313691,11.88864552,11.99746497,12.24444647,12.63189023,13.69698198,13.30685964,10.18018646,7.842050417,5.661283191,3.623918381,1.708628757,0.006610984
235,Dicyclommine Hydrochloride,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2.Cl,43.4804,0.32,0.00209821,0.003094659,0.004271503,0.0105112,0.024941436,0.037484373,0.065325134,0.054666289,0.046172957,0.041921206,0.03474479,0.027301341,0.021502904
236,Pralidxime Chloride,C[N+]1=CC=CC=C1/C=N/O.[Cl-],53.6909,0.26,0.010508915,0.008521432,0.005254458,0.005294646,0.008553718,0.073179244,4.146560254,0.57432663,0.441792732,0.315270821,0.246952792,0.225941676,0.207242939
237,Cyproheptadine Hydrochloride,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.O.O.O.Cl.Cl,42.4449,159.98,4.625205946,5.496819014,5.812149984,5.897474095,6.034792428,6.087840824,6.103050194,6.098396029,5.942269064,6.066814987,6.055100557,6.023384294,6.007104796
238,Aminophenazone,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,54.727,0.11,0.001055154,0.003163119,0.002113546,0.007392024,0.014368484,0.021106143,0.029588643,0.028793189,0.030596226,0.024595346,0.016886008,0.016649989,0.019964804
239,Benactyzine Hydrochloride,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O.Cl,53.6763,0,0.029480365,0.020223565,0.038840697,0.037850687,0.053939616,0.073667272,0.074533355,0.080158171,0.059092968,0.063167614,0.0115998,0.018848402,0.025683574
240,Anipyrine,CC1=CC(=O)N(N1C)C2=CC=CC=C2,54.082,0.77,0.106805529,0.11151068,0.098445101,0.113408383,0.123371786,0.118707734,0.141565095,0.130782627,0.129121903,0.113160715,0.110287456,0.126034313,0.004051565
241,Thymol,CC1=CC(=C(C=C1)C(C)C)O,48.4274,7.32,2.60382959,2.669006365,2.749900955,2.904630194,3.025189451,3.189556581,2.566864177,1.984030797,1.455462958,0.933041026,0.434248144,0,0
242,Fluorescein Sodium,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)[O-])OC5=C3C=CC(=C5)[O-].[Na+].[Na+],47.6107,333.48,7.872059938,11.20956132,14.39938132,19.0885746,25.8627347,28.33398689,38.68777713,37.60246981,36.68289573,35.94059907,32.63449529,25.34850242,21.31828493
243,Metronidazol Impurity A,CC1=NC=C(N1)[N+](=O)[O-],34.0221,0.28,0.004210957,0.006683488,0.011214773,0.016993917,0.024145477,0.039767643,0.104334768,0.085601673,0.071439713,0.055794783,0.051974292,0.030400141,0.027624308
244,Fluoxetine Hydrochloride,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.Cl,38.3303,1.2,0.001053873,0.026097633,0.036598707,0.040038513,0.059906905,0.069872175,0.087820756,0.070491548,0.077474344,0.083255549,0.067603821,0.065428951,0.045389689
245,Amitriptyline Hydrochloride,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,48.8337,0.58,0,0.00283347,0.010505975,0.021242273,0.027493783,0.04817327,1.869160831,0.266899932,0.118912608,0.075784068,0.052787377,0.028912676,0.023500177
246,Ipratropium Bromide,CC(C)[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-],45.3479,11.49,0.271841228,0.380018655,0.468021906,0.512563981,0.536370246,0.567580321,0.592544232,0.564750414,0.557905931,0.543604684,0.516662006,0.498779285,0.493433135
247,Propyphenazone,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C,51.9859,0,0.050479477,0.024560042,0.010484806,0.009668132,0.005734601,0.014333715,0.018946606,0.016857729,0.013759143,0.008332213,0.00418053,0.001175786,0.001077696
248,Hydroxycamptothecin,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)O,49.5733,40.44,1.05679854,1.477657604,1.71190827,2.089321782,2.501729624,2.785786997,3.017418245,2.98675757,2.831941794,2.680157414,2.548167019,2.397877371,2.243144424
249,Guaifenesin,COC1=CC=CC=C1OCC(CO)O,50.0016,0.56,0.015784896,0.022458697,0.040783303,0.032858523,0.054984559,0.085252481,0.078581306,0.055755558,0.045233106,0.03658593,0.026502827,0.023174832,0.03203676
250,Cloperastine Hydrochloride,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl,51.6565,2.04,0.00E+00,0.00381018,0.017932423,0.05321873,0.137955395,0.448853742,5.993169715,4.236281724,1.241719961,0.282638196,0.100761936,0.031735492,0
251,Bulleyaconitine A,CCN1CC2(CCC(C34C2C(C(C31)C5(CC(C6(CC4C5C6C(=O)C7=CC=C(C=C7)OC)O)OC)OC(=O)C)OC)OC)COC,38.927,2.51,0.061054037,0.083389437,0.092958441,0.131024463,0.151863283,0.174615451,0.21824187,0.179818082,0.16361389,0.120871543,0.105471318,0.060595122,0.067146616
252,Mecysteine Hydrochloride,COC(=O)[C@H](CS)N.Cl,44.8531,0.93,0,0,0.020986652,0.004686449,0.051017894,0.456543631,13.58700084,11.40562496,5.997472545,2.714882963,2.123041688,1.846721219,1.665711849
253,Camptothecin,CC[C@]1(O)C=2C=C3c4nc5ccccc5cc4CN3C(=O)C=2COC1=O,45.4016,2.29,0.066189231,0.091222871,0.104069661,0.140243186,0.167296794,0.198529263,0.203713709,0.14896015,0.11109554,0.085656713,0.054203168,0.039383821,0.034663001
254,Mannitol,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,52.255,0,0.038867164,0.020795378,0.024259991,0.03787918,0.038600188,0.107488825,0.139150924,0.135628078,0.0962003,0.056171779,0.069048732,0.058342169,0.014501528
255,Cyproterone Acetate,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C,44.0778,1.88,0.051486187,0.064680346,0.004800315,0.039904013,0.095321808,0.140687022,0.212708883,0.181996462,0.134896709,0.099741896,0.061601195,0.045003625,0.000364269
256,Ticlopidine Hydrochloride,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl,55.3185,0.89,0.010449828,0.025861064,0.035562681,0.044969012,0.060966566,0.076361986,0.114932871,0.100397508,0.091574611,0.083872877,0.069929016,0.056983556,0.052332418
257,Venlafaxine Hydrochloride,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O.Cl,51.0287,0.85,0.112881144,0.084248093,0.075611315,0.077193042,0.075754797,0.116940507,0.126838178,0.095762401,0.051952043,0.017811332,0.006475306,0.002107295,0.015275387
258,Furosemide ,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,54.3238,0.58,0.017866458,0.020129199,0.029424563,0.034713836,0.037815633,0.052490711,0.053535527,0.050056183,0.042055812,0.036179409,0.031570835,0.022054747,0.013284499
259,Ropivacaine Mesylate,CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C.CS(=O)(=O)O,58.2102,2.75,0.017866458,0.022231135,0.031533367,0.036815772,0.03991757,0.0546394,0.055637463,0.050056186,0.044157748,0.036182189,0.033672771,0.024157268,0.017940831
260,Neostigmine Methylsulfate,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.COS(=O)(=O)[O-],46.1622,2.53,0.188659746,0.190528345,0.145700013,0.14676608,0.191789526,1.75292914,18.68885352,19.38955722,16.68656461,14.78173044,14.69422416,14.4939415,14.27793518
261,Olmesartam Medoxomil Impurity,O=C(C1=C(C(C)(O)C)N=C(CCC)N1CC2=CC=C(C3=CC=CC=C3C4=NN=NN4)C=C2)O,47.4382,38.36,2.17223569,2.089644976,1.959859569,1.81172067,1.678002372,1.566570456,1.47611396,1.55739371,1.664892735,1.789434287,1.941506077,2.081779194,2.170296196
262,Oxybutynin Hydrochloride,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl,53.8774,44.72,1.144148669,1.526071528,1.771967067,1.934153487,2.033558067,2.143426286,2.253294506,2.216671766,2.190512666,2.143426286,2.075412626,2.007398967,1.94507153
263,Ozagrel,C1=CC(=CC=C1CN2C=CN=C2)/C=C/C(=O)O,59.5363,0.17,0.002102339,0.004798851,0.013718111,0.028357769,0.034529282,0.040839324,0.074706664,0.06365413,0.062065348,0.053423545,0.037906721,0.032409802,0.028980234
264,Ondansetron Hydrochloride,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C.O.O.Cl,44.1298,311.9,7.590791176,10.72664273,10.77682448,10.87921343,10.86196064,10.88295437,10.82001243,10.86196085,10.83822001,10.82004584,10.75496771,10.69416872,10.68655939
265,Dipotassium Glycyrrhizinate,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)[O-])O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)[O-])O)O)O)C)(C)C(=O)O.[K+].[K+],53.0034,214.78,5.413523123,7.486875327,9.670533309,11.94209233,14.60049789,17.93301287,24.95526523,21.70503556,18.13312688,14.60666527,11.85456758,9.696453088,7.681276399
266,Bendazac Lysine,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O.C(CCN)C[C@@H](C(=O)O)N,44.74227,1.35,0.014234875,0.014234875,1.61E-07,0.042116188,0.707944978,8.746874245,11.35590152,11.13074844,10.75571662,10.70159069,10.21588317,8.410028861,8.384341637
267,Terbinafine Hydrochloride,CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=CC=CC=C21.Cl,47.8935,0,0.062956639,0.052216496,0.041976443,0.040893431,0.054239676,0.057021849,0.088175558,0.047205374,0.096828117,0.105592028,0.098434244,0.045060909,0.057597385
268,Mesalazine,C1=CC(=C(C=C1N)C(=O)O)O,58.4355,0.46,0.015740593,0.013503045,0.02230881,0.013421996,0.018115007,0.01795501,0.013427237,0.020514981,0.016826923,0.014521327,0.018961223,0.009213236,0.019778856
269,Doxazosin Mesylate,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC.CS(=O)(=O)O,51.4349,7.92,0.151631527,0.282870533,0.390281995,0.491375136,0.555321389,0.641961793,0.774646541,0.713569435,0.674606453,0.614582401,0.531391171,0.414502227,0.340824145
